"","iso3c","Country","year","km2"
"1252","TTO","Trinidad and Tobago",2030,411.8383737
"1253","TTO","Trinidad and Tobago",2040,544.7489228
"1254","TTO","Trinidad and Tobago",2050,702.9798062
"1255","TUN","Tunisia",2000,1080.866108
"1256","TUN","Tunisia",2010,1236.655083
"1257","TUN","Tunisia",2020,1398.652539
"1258","TUN","Tunisia",2030,1564.934215
"1259","TUN","Tunisia",2040,1748.062535
"1260","TUN","Tunisia",2050,1952.116627
"1261","TUR","Turkey",2000,5846.378519
"1262","TUR","Turkey",2010,6770.903825
"1263","TUR","Turkey",2020,7631.81166
"1264","TUR","Turkey",2030,8565.96932
"1265","TUR","Turkey",2040,9593.747572
"1266","TUR","Turkey",2050,10717.76304
"1267","TUV","Tuvalu",2000,0.000526151
"1268","TUV","Tuvalu",2010,0.000526151
"1269","TUV","Tuvalu",2020,0.000553724
"1270","TUV","Tuvalu",2030,0.000588229
"1271","TUV","Tuvalu",2040,0.000631637
"1272","TUV","Tuvalu",2050,0.00067875
"1273","TWN","Taiwan",2000,2067.552675
"1274","TWN","Taiwan",2010,2356.799225
"1275","TWN","Taiwan",2020,2643.203963
"1276","TWN","Taiwan",2030,2954.395697
"1277","TWN","Taiwan",2040,3291.041861
"1278","TWN","Taiwan",2050,3660.067841
"1279","TZA","United Rep. of Tanzania",2000,909.0571018
"1280","TZA","United Rep. of Tanzania",2010,1391.346673
"1281","TZA","United Rep. of Tanzania",2020,2007.957662
"1282","TZA","United Rep. of Tanzania",2030,2690.130262
"1283","TZA","United Rep. of Tanzania",2040,3438.091678
"1284","TZA","United Rep. of Tanzania",2050,4234.551329
"1285","UGA","Uganda",2000,485.9820354
"1286","UGA","Uganda",2010,801.4443476
"1287","UGA","Uganda",2020,1303.565005
"1288","UGA","Uganda",2030,2056.784479
"1289","UGA","Uganda",2040,3114.081871
"1290","UGA","Uganda",2050,4499.697814
"1291","UKR","Ukraine",2000,12621.63449
"1292","UKR","Ukraine",2010,14132.2591
"1293","UKR","Ukraine",2020,15932.38795
"1294","UKR","Ukraine",2030,17887.67692
"1295","UKR","Ukraine",2040,20014.15939
"1296","UKR","Ukraine",2050,22337.89571
"1297","URY","Uruguay",2000,450.5538151
"1298","URY","Uruguay",2010,495.5090309
"1299","URY","Uruguay",2020,538.0068197
"1300","URY","Uruguay",2030,584.2018496
"1301","URY","Uruguay",2040,635.1324427
"1302","URY","Uruguay",2050,690.7586835
"1303","USA","United States of America",2000,123957.2994
"1304","USA","United States of America",2010,139497.9571
"1305","USA","United States of America",2020,154931.1639
"1306","USA","United States of America",2030,171362.9558
"1307","USA","United States of America",2040,189117.2309
"1308","USA","United States of America",2050,208246.8606
"1309","UZB","Uzbekistan",2000,2755.816251
"1310","UZB","Uzbekistan",2010,3163.746284
"1311","UZB","Uzbekistan",2020,3778.472863
"1312","UZB","Uzbekistan",2030,4497.318186
"1313","UZB","Uzbekistan",2040,5264.721022
"1314","UZB","Uzbekistan",2050,6037.030782
"1315","VCT","Saint Vincent",2000,15.76975637
"1316","VCT","Saint Vincent",2010,18.50760251
"1317","VCT","Saint Vincent",2020,21.53406765
"1318","VCT","Saint Vincent",2030,25.07447935
"1319","VCT","Saint Vincent",2040,28.95637039
"1320","VCT","Saint Vincent",2050,33.15170719
"1321","VEN","Venezuela",2000,2553.743341
"1322","VEN","Venezuela",2010,2824.518597
"1323","VEN","Venezuela",2020,3073.605611
"1324","VEN","Venezuela",2030,3327.72412
"1325","VEN","Venezuela",2040,3596.478999
"1326","VEN","Venezuela",2050,3883.650044
"1327","VGB","British Virgin Islands",2000,5.007739073
"1328","VGB","British Virgin Islands",2010,6.884677117
"1329","VGB","British Virgin Islands",2020,9.195771968
"1330","VGB","British Virgin Islands",2030,11.98774018
"1331","VGB","British Virgin Islands",2040,15.51159867
"1332","VGB","British Virgin Islands",2050,20.11100087
"1333","VIR","United States Virgin Islands",2000,30.53581258
"1334","VIR","United States Virgin Islands",2010,34.07469295
"1335","VIR","United States Virgin Islands",2020,36.64730243
"1336","VIR","United States Virgin Islands",2030,39.32194258
"1337","VIR","United States Virgin Islands",2040,42.36256153
"1338","VIR","United States Virgin Islands",2050,45.74290444
"1339","VNM","Viet Nam",2000,2627.860524
"1340","VNM","Viet Nam",2010,3458.927132
"1341","VNM","Viet Nam",2020,4405.093677
"1342","VNM","Viet Nam",2030,5471.61106
"1343","VNM","Viet Nam",2040,6613.712616
"1344","VNM","Viet Nam",2050,7771.711228
"1345","VUT","Vanuatu",2000,1.82451506
"1346","VUT","Vanuatu",2010,2.246233677
"1347","VUT","Vanuatu",2020,2.954889819
"1348","VUT","Vanuatu",2030,3.826139789
"1349","VUT","Vanuatu",2040,4.792206136
"1350","VUT","Vanuatu",2050,5.794035365
"1351","WLF","Wallis and Futuna",2000,0.118244253
"1352","WLF","Wallis and Futuna",2010,0.141605452
"1353","WLF","Wallis and Futuna",2020,0.175023796
"1354","WLF","Wallis and Futuna",2030,0.218107133
"1355","WLF","Wallis and Futuna",2040,0.2765194
"1356","WLF","Wallis and Futuna",2050,0.353414127
"1357","WSM","Western Samoa",2000,4.197564859
"1358","WSM","Western Samoa",2010,4.828401026
"1359","WSM","Western Samoa",2020,6.098589611
"1360","WSM","Western Samoa",2030,7.786855219
"1361","WSM","Western Samoa",2040,9.83144357
"1362","WSM","Western Samoa",2050,12.13637372
"1363","YEM","Yemen",2000,858.7866585
"1364","YEM","Yemen",2010,1198.058286
"1365","YEM","Yemen",2020,1637.434083
"1366","YEM","Yemen",2030,2128.421977
"1367","YEM","Yemen",2040,2637.004944
"1368","YEM","Yemen",2050,3146.204109
"1369","ZAF","South Africa",2000,11147.87396
"1370","ZAF","South Africa",2010,13094.46357
"1371","ZAF","South Africa",2020,15036.6759
"1372","ZAF","South Africa",2030,17067.25676
"1373","ZAF","South Africa",2040,19254.37223
"1374","ZAF","South Africa",2050,21618.57791
"1375","ZMB","Zambia",2000,817.3027048
"1376","ZMB","Zambia",2010,1023.402711
"1377","ZMB","Zambia",2020,1292.719568
"1378","ZMB","Zambia",2030,1604.100262
"1379","ZMB","Zambia",2040,1938.952698
"1380","ZMB","Zambia",2050,2275.739877
"1381","ZWE","Zimbabwe",2000,972.4178802
"1382","ZWE","Zimbabwe",2010,1342.721337
"1383","ZWE","Zimbabwe",2020,1701.902356
"1384","ZWE","Zimbabwe",2030,2045.684901
"1385","ZWE","Zimbabwe",2040,2348.338049
"1386","ZWE","Zimbabwe",2050,2603.787437
