Country,iso3c,year,residential_building_stock_m2,Region,period,residential,total_building_stock_m2
Burundi,BDI,2023,9637556.759753004,Africa,2020,0.76,12680995.73651711
Burundi,BDI,2024,10019333.609749408,Africa,2020,0.76,13183333.697038695
Burundi,BDI,2025,10416233.957000002,Africa,2025,0.75,13888311.94266667
Burundi,BDI,2026,10992662.666985316,Africa,2025,0.75,14656883.555980422
Burundi,BDI,2027,11600990.627608338,Africa,2025,0.75,15467987.503477784
Burundi,BDI,2028,12242983.126013203,Africa,2025,0.75,16323977.501350937
Burundi,BDI,2029,12920503.139372459,Africa,2025,0.75,17227337.519163277
Burundi,BDI,2030,13635516.741,Africa,2030,0.7414956504672269,18389206.64255828
Burundi,BDI,2031,14451512.336828148,Africa,2030,0.7414956504672269,19489679.17441194
Burundi,BDI,2032,15316339.87830665,Africa,2030,0.7414956504672269,20656007.71718028
Burundi,BDI,2033,16232921.634781303,Africa,2030,0.7414956504672269,21892133.31804807
Burundi,BDI,2034,17204354.754112698,Africa,2030,0.7414956504672269,23202232.869838133
Burundi,BDI,2035,18233921.728000004,Africa,2035,0.7361776186790023,24768372.82926227
Burundi,BDI,2036,19358026.95567949,Africa,2035,0.7361776186790023,26295321.21665903
Burundi,BDI,2037,20551432.281371128,Africa,2035,0.7361776186790023,27916404.62834042
Burundi,BDI,2038,21818409.995129477,Africa,2035,0.7361776186790023,29637426.405709602
Burundi,BDI,2039,23163495.769931126,Africa,2035,0.7361776186790023,31464547.661060005
Burundi,BDI,2040,24591504.898999996,Africa,2040,0.7308401113976266,33648269.32114095
Burundi,BDI,2041,26110284.22627316,Africa,2040,0.7308401113976266,35726397.35980144
Burundi,BDI,2042,27722863.85793705,Africa,2040,0.7308401113976266,37932871.26088504
Burundi,BDI,2043,29435036.931247216,Africa,2040,0.7308401113976266,40275617.7065281
Burundi,BDI,2044,31252954.369497128,Africa,2040,0.7308401113976266,42763052.93332949
Burundi,BDI,2045,33183146.979000002,Africa,2045,0.7256345586793843,45729832.712752186
Burundi,BDI,2046,35212075.90683792,Africa,2045,0.7256345586793843,48525908.09748917
Burundi,BDI,2047,37365060.35589636,Africa,2045,0.7256345586793843,51492944.91141485
Burundi,BDI,2048,39649685.49691946,Africa,2045,0.7256345586793843,54641396.30984465
Burundi,BDI,2049,42074000.28343702,Africa,2045,0.7256345586793843,57982354.58907777
Burundi,BDI,2050,44646545.809,Africa,2050,0.7205461095530795,61962094.05209631
Belgium,BEL,2020,564135769.5920001,Europe,2020,0.7,805908242.2742859
Belgium,BEL,2021,576356668.773354,Europe,2020,0.7,823366669.6762202
Belgium,BEL,2022,588842309.8570144,Europe,2020,0.7,841203299.7957349
Belgium,BEL,2023,601598427.9590142,Europe,2020,0.7,859426325.6557345
Belgium,BEL,2024,614630882.4354702,Europe,2020,0.7,878044117.7649575
Belgium,BEL,2025,627945659.574,Europe,2025,0.7,897065227.9628572
Belgium,BEL,2026,630444976.6643527,Europe,2025,0.7,900635680.9490752
Belgium,BEL,2027,632954241.4083325,Europe,2025,0.7,904220344.8690464
Belgium,BEL,2028,635473493.3990802,Europe,2025,0.7,907819276.2844002
Belgium,BEL,2029,638002772.3873224,Europe,2025,0.7,911432531.9818892
Belgium,BEL,2030,640542118.2820001,Europe,2030,0.6941862049680265,922723778.8620458
Belgium,BEL,2031,643752942.0323777,Europe,2030,0.6941862049680265,927349085.0513636
Belgium,BEL,2032,646979860.570064,Europe,2030,0.6941862049680265,931997576.3561351
Belgium,BEL,2033,650222954.5728533,Europe,2030,0.6941862049680265,936669368.9956024
Belgium,BEL,2034,653482305.122951,Europe,2030,0.6941862049680265,941364579.7715755
Belgium,BEL,2035,656757993.7090001,Europe,2035,0.6928682466025001,947882944.4550711
Belgium,BEL,2036,660726630.9603401,Europe,2035,0.6928682466025001,953610782.7140769
Belgium,BEL,2037,664719249.7722912,Europe,2035,0.6928682466025001,959373232.9800963
Belgium,BEL,2038,668735995.059899,Europe,2035,0.6928682466025001,965170504.4055138
Belgium,BEL,2039,672777012.6138971,Europe,2035,0.6928682466025001,971002807.4065726
Belgium,BEL,2040,676842449.1060001,Europe,2040,0.6917487240457084,978451315.5983453
Belgium,BEL,2041,681191971.236157,Europe,2040,0.6917487240457084,984739035.3713845
Belgium,BEL,2042,685569444.2473288,Europe,2040,0.6917487240457084,991067161.2630668
Belgium,BEL,2043,689975047.7573507,Europe,2040,0.6917487240457084,997435952.9310234
Belgium,BEL,2044,694408962.5383172,Europe,2040,0.6917487240457084,1003845671.7014964
Belgium,BEL,2045,698871370.5240002,Europe,2045,0.6907569705299672,1011747112.7186852
Belgium,BEL,2046,703965316.3152843,Europe,2045,0.6907569705299672,1019121552.6572005
Belgium,BEL,2047,709096390.9471807,Europe,2045,0.6907569705299672,1026549743.5417019
Belgium,BEL,2048,714264865.0450277,Europe,2045,0.6907569705299672,1034032077.1530175
Belgium,BEL,2049,719471011.2067033,Europe,2045,0.6907569705299672,1041568948.1275967
Belgium,BEL,2050,724715104.017,Europe,2050,0.6898773160141096,1050498526.6136477
Benin,BEN,2020,39725240.052999996,Africa,2020,0.76,52270052.70131578
Benin,BEN,2021,42213343.70028796,Africa,2020,0.76,55543873.28985258
Benin,BEN,2022,44857284.28528577,Africa,2020,0.76,59022742.480639175
Benin,BEN,2023,47666822.314225234,Africa,2020,0.76,62719503.0450332
Benin,BEN,2024,50652329.62132822,Africa,2020,0.76,66647802.133326605
Benin,BEN,2025,53824827.658,Africa,2025,0.75,71766436.87733333
Benin,BEN,2026,57257574.00673462,Africa,2025,0.75,76343432.00897948
Benin,BEN,2027,60909248.08840363,Africa,2025,0.75,81212330.78453816
Benin,BEN,2028,64793812.29561596,Africa,2025,0.75,86391749.72748795
Benin,BEN,2029,68926119.49019949,Africa,2025,0.75,91901492.65359932
Benin,BEN,2030,73321969.794,Africa,2030,0.7414956504672269,98883883.8741654
Benin,BEN,2031,77921774.34478924,Africa,2030,0.7414956504672269,105087297.94394563
Benin,BEN,2032,82810144.54602271,Africa,2030,0.7414956504672269,111679879.03077094
Benin,BEN,2033,88005183.37005442,Africa,2030,0.7414956504672269,118686041.26619099
Benin,BEN,2034,93526129.46705553,Africa,2030,0.7414956504672269,126131730.38590772
Benin,BEN,2035,99393428.41099998,Africa,2035,0.7361776186790023,135012836.42574143
Benin,BEN,2036,105428636.81916916,Africa,2035,0.7361776186790023,143210869.42082047
Benin,BEN,2037,111830305.47639444,Africa,2035,0.7361776186790023,151906690.23198888
Benin,BEN,2038,118620685.99439424,Africa,2035,0.7361776186790023,161130524.73294052
Benin,BEN,2039,125823381.111579,Africa,2035,0.7361776186790023,170914434.1244122
Benin,BEN,2040,133463426.734,Africa,2040,0.7308401113976266,182616450.09983152
Benin,BEN,2041,141199260.59258595,Africa,2040,0.7308401113976266,193201301.33876023
Benin,BEN,2042,149383480.4019306,Africa,2040,0.7308401113976266,204399673.84419578
Benin,BEN,2043,158042075.59827492,Africa,2040,0.7308401113976266,216247128.6586093
Benin,BEN,2044,167202542.02276602,Africa,2040,0.7308401113976266,228781288.0207344
Benin,BEN,2045,176893969.236,Africa,2045,0.7256345586793843,243778313.91869962
Benin,BEN,2046,186631803.06764987,Africa,2045,0.7256345586793843,257198063.17839888
Benin,BEN,2047,196905694.78834125,Africa,2045,0.7256345586793843,271356556.0420647
Benin,BEN,2048,207745153.84189633,Africa,2045,0.7256345586793843,286294459.5968269
Benin,BEN,2049,219181314.13712934,Africa,2045,0.7256345586793843,302054679.61176974
Benin,BEN,2050,231247023.47300002,Africa,2050,0.7205461095530795,320932998.4675534
Burkina Faso,BFA,2020,44511035.363000005,Africa,2020,0.76,58567151.79342106
Burkina Faso,BFA,2021,46832316.71815027,Africa,2020,0.76,61621469.365987204
Burkina Faso,BFA,2022,49274654.50539259,Africa,2020,0.76,64835071.717621826
Burkina Faso,BFA,2023,51844361.901592985,Africa,2020,0.76,68216265.65999077
Burkina Faso,BFA,2024,54548081.32016819,Africa,2020,0.76,71773791.21074761
Burkina Faso,BFA,2025,57392801.58100001,Africa,2025,0.75,76523735.44133334
Burkina Faso,BFA,2026,61491246.086480506,Africa,2025,0.75,81988328.11530735
Burkina Faso,BFA,2027,65882362.266836435,Africa,2025,0.75,87843149.68911524
Burkina Faso,BFA,2028,70587049.93153447,Africa,2025,0.75,94116066.5753793
Burkina Faso,BFA,2029,75627701.35437332,Africa,2025,0.75,100836935.13916443
Burkina Faso,BFA,2030,81028307.85100003,Africa,2030,0.7414956504672269,109276848.488515
Burkina Faso,BFA,2031,86456507.42940255,Africa,2030,0.7414956504672269,116597457.28100371
Burkina Faso,BFA,2032,92248349.68336423,Africa,2030,0.7414956504672269,124408483.88690782
Burkina Faso,BFA,2033,98428195.54390429,Africa,2030,0.7414956504672269,132742782.0808973
Burkina Faso,BFA,2034,105022037.91485475,Africa,2030,0.7414956504672269,141635406.55791962
Burkina Faso,BFA,2035,112057611.00100002,Africa,2035,0.7361776186790023,152215454.74592978
Burkina Faso,BFA,2036,119182065.21224795,Africa,2035,0.7361776186790023,161893084.20718947
Burkina Faso,BFA,2037,126759481.4967969,Africa,2035,0.7361776186790023,172186002.7804896
Burkina Faso,BFA,2038,134818658.50135934,Africa,2035,0.7361776186790023,183133329.62129173
Burkina Faso,BFA,2039,143390225.8472511,Africa,2035,0.7361776186790023,194776671.0220702
Burkina Faso,BFA,2040,152506760.541,Africa,2040,0.7308401113976266,208673221.6289453
Burkina Faso,BFA,2041,161701710.23318222,Africa,2040,0.7308401113976266,221254564.04404372
Burkina Faso,BFA,2042,171451042.56087416,Africa,2040,0.7308401113976266,234594461.7530621
Burkina Faso,BFA,2043,181788182.40586886,Africa,2040,0.7308401113976266,248738649.63189432
Burkina Faso,BFA,2044,192748569.90558127,Africa,2040,0.7308401113976266,263735620.00719604
Burkina Faso,BFA,2045,204369781.95700002,Africa,2045,0.7256345586793843,281642845.57910526
Burkina Faso,BFA,2046,216054186.6722907,Africa,2045,0.7256345586793843,297745172.260673
Burkina Faso,BFA,2047,228406622.21015885,Africa,2045,0.7256345586793843,314768114.9942012
Burkina Faso,BFA,2048,241465281.80259085,Africa,2045,0.7256345586793843,332764308.0313658
Burkina Faso,BFA,2049,255270542.29783773,Africa,2045,0.7256345586793843,351789394.87448937
Burkina Faso,BFA,2050,269865089.004,Africa,2050,0.7205461095530795,374528549.14640296
Bangladesh,BGD,2020,993600467.083,Other Asia,2020,0.69,1440000676.931884
Bangladesh,BGD,2021,1060118948.8576193,Other Asia,2020,0.69,1536404273.7066948
Bangladesh,BGD,2022,1131090637.4937353,Other Asia,2020,0.69,1639261793.4691818
Bangladesh,BGD,2023,1206813661.4335825,Other Asia,2020,0.69,1749005306.425482
Bangladesh,BGD,2024,1287606107.8976054,Other Asia,2020,0.69,1866095808.5472543
Bangladesh,BGD,2025,1373807359.0630002,Other Asia,2025,0.69,1991025158.0623193
Bangladesh,BGD,2026,1452497652.1600945,Other Asia,2025,0.69,2105069061.1015863
Bangladesh,BGD,2027,1535695245.488809,Other Asia,2025,0.69,2225645283.317115
Bangladesh,BGD,2028,1623658312.6380126,Other Asia,2025,0.69,2353127989.3304534
Bangladesh,BGD,2029,1716659815.1180706,Other Asia,2025,0.69,2487912775.533436
Bangladesh,BGD,2030,1814988349.3979998,Other Asia,2030,0.6846531431450565,2650960369.5976324
Bangladesh,BGD,2031,1909280148.9435663,Other Asia,2030,0.6846531431450565,2788682368.6706567
Bangladesh,BGD,2032,2008470571.3725743,Other Asia,2030,0.6846531431450565,2933559264.982506
Bangladesh,BGD,2033,2112814108.658555,Other Asia,2030,0.6846531431450565,3085962767.8813066
Bangladesh,BGD,2034,2222578474.0754213,Other Asia,2030,0.6846531431450565,3246283897.661924
Bangladesh,BGD,2035,2338045289.067001,Other Asia,2035,0.6829701704241671,3423349057.272778
Bangladesh,BGD,2036,2448925187.335085,Other Asia,2035,0.6829701704241671,3585698604.983216
Bangladesh,BGD,2037,2565063474.693163,Other Asia,2035,0.6829701704241671,3755747448.0914717
Bangladesh,BGD,2038,2686709525.9716024,Other Asia,2035,0.6829701704241671,3933860719.4264255
Bangladesh,BGD,2039,2814124542.399493,Other Asia,2035,0.6829701704241671,4120420867.9447103
Bangladesh,BGD,2040,2947582112.462,Other Asia,2040,0.6817642578819798,4323462367.503953
Bangladesh,BGD,2041,3073933277.3471656,Other Asia,2040,0.6817642578819798,4508792066.772286
Bangladesh,BGD,2042,3205700615.983807,Other Asia,2040,0.6817642578819798,4702066115.849015
Bangladesh,BGD,2043,3343116298.2781777,Other Asia,2040,0.6817642578819798,4903625057.529643
Bangladesh,BGD,2044,3486422446.340397,Other Asia,2040,0.6817642578819798,5113824032.329855
Bangladesh,BGD,2045,3635871561.096,Other Asia,2045,0.6809576965008283,5339350123.773185
Bangladesh,BGD,2046,3775947439.974305,Other Asia,2045,0.6809576965008283,5545054354.150636
Bangladesh,BGD,2047,3921419893.377816,Other Asia,2045,0.6809576965008283,5758683562.177855
Bangladesh,BGD,2048,4072496830.1687794,Other Asia,2045,0.6809576965008283,5980543066.178306
Bangladesh,BGD,2049,4229394169.122921,Other Asia,2045,0.6809576965008283,6210949947.193639
Bangladesh,BGD,2050,4392336147.5199995,Other Asia,2050,0.6804366159462483,6455173111.770011
Bulgaria,BGR,2020,156581528.79300004,Europe,2020,0.7,223687898.27571437
Bulgaria,BGR,2021,162575667.49238023,Europe,2020,0.7,232250953.5605432
Bulgaria,BGR,2022,168799269.39233315,Europe,2020,0.7,241141813.4176188
Bulgaria,BGR,2023,175261118.63401031,Europe,2020,0.7,250373026.62001476
Bulgaria,BGR,2024,181970335.62658167,Europe,2020,0.7,259957622.32368812
Bulgaria,BGR,2025,188936389.92000002,Europe,2025,0.7,269909128.4571429
Bulgaria,BGR,2026,193552199.16510785,Europe,2025,0.7,276503141.6644398
Bulgaria,BGR,2027,198280774.90795732,Europe,2025,0.7,283258249.8685105
Bulgaria,BGR,2028,203124872.08973807,Europe,2025,0.7,290178388.69962585
Bulgaria,BGR,2029,208087312.95621252,Europe,2025,0.7,297267589.9374465
Bulgaria,BGR,2030,213170988.70200002,Europe,2030,0.6941862049680265,307080416.14255136
Bulgaria,BGR,2031,217466061.02928498,Europe,2030,0.6941862049680265,313267621.0978598
Bulgaria,BGR,2032,221847672.55408895,Europe,2030,0.6941862049680265,319579488.85530937
Bulgaria,BGR,2033,226317566.9100778,Europe,2030,0.6941862049680265,326018531.18141663
Bulgaria,BGR,2034,230877522.8624931,Europe,2030,0.6941862049680265,332587310.4509864
Bulgaria,BGR,2035,235529355.016,Europe,2035,0.6928682466025001,339933827.49306977
Bulgaria,BGR,2036,239513386.0668644,Europe,2035,0.6928682466025001,345683883.25100094
Bulgaria,BGR,2037,243564807.88272774,Europe,2035,0.6928682466025001,351531202.4718335
Bulgaria,BGR,2038,247684760.3932617,Europe,2035,0.6928682466025001,357477430.3885208
Bulgaria,BGR,2039,251874402.8102998,Europe,2035,0.6928682466025001,363524240.06349456
Bulgaria,BGR,2040,256134913.954,Europe,2040,0.6917487240457084,370271610.26910037
Bulgaria,BGR,2041,259823475.50083905,Europe,2040,0.6917487240457084,375603837.73641884
Bulgaria,BGR,2042,263565155.48465645,Europe,2040,0.6917487240457084,381012853.8339609
Bulgaria,BGR,2043,267360718.85631743,Europe,2040,0.6917487240457084,386499764.383593
Bulgaria,BGR,2044,271210941.58263344,Europe,2040,0.6917487240457084,392065691.1319619
Bulgaria,BGR,2045,275116610.805,Europe,2045,0.6907569705299672,398282786.19312835
Bulgaria,BGR,2046,278608102.9638758,Europe,2045,0.6907569705299672,403337374.57635814
Bulgaria,BGR,2047,282143905.4879449,Europe,2045,0.6907569705299672,408456110.50653106
Bulgaria,BGR,2048,285724580.7179984,Europe,2045,0.6907569705299672,413639808.07719225
Bulgaria,BGR,2049,289350698.13146895,Europe,2045,0.6907569705299672,418889291.7135116
Bulgaria,BGR,2050,293022834.43299997,Europe,2050,0.6898773160141096,424746295.6544102
Bahrain,BHR,2020,71484956.76,Other Asia,2020,0.69,103601386.60869567
Bahrain,BHR,2021,74467821.53243901,Other Asia,2020,0.69,107924379.03252031
Bahrain,BHR,2022,77575152.80320054,Other Asia,2020,0.69,112427757.6857979
Bahrain,BHR,2023,80812144.20672224,Other Asia,2020,0.69,117119049.57495978
Bahrain,BHR,2024,84184206.09309626,Other Asia,2020,0.69,122006095.78709604
Bahrain,BHR,2025,87696974.571,Other Asia,2025,0.69,127097064.59565218
Bahrain,BHR,2026,90495756.56269298,Other Asia,2025,0.69,131153270.38071448
Bahrain,BHR,2027,93383859.54493718,Other Asia,2025,0.69,135338926.87672055
Bahrain,BHR,2028,96364134.12895441,Other Asia,2025,0.69,139658165.40428177
Bahrain,BHR,2029,99439521.90104744,Other Asia,2025,0.69,144115249.13195282
Bahrain,BHR,2030,102613058.326,Other Asia,2030,0.6846531431450565,149875976.4026374
Bahrain,BHR,2031,105696372.7845297,Other Asia,2030,0.6846531431450565,154379445.77161747
Bahrain,BHR,2032,108872334.59423737,Other Asia,2030,0.6846531431450565,159018235.26890716
Bahrain,BHR,2033,112143727.62027724,Other Asia,2030,0.6846531431450565,163796410.99013767
Bahrain,BHR,2034,115513419.37730974,Other Asia,2030,0.6846531431450565,168718161.20887372
Bahrain,BHR,2035,118984363.54300001,Other Asia,2035,0.6829701704241671,174216047.34084257
Bahrain,BHR,2036,122210965.81303975,Other Asia,2035,0.6829701704241671,178940415.12404433
Bahrain,BHR,2037,125525066.65767385,Other Asia,2035,0.6829701704241671,183792897.6893895
Bahrain,BHR,2038,128929038.85170224,Other Asia,2035,0.6829701704241671,188776969.23663485
Bahrain,BHR,2039,132425319.51451898,Other Asia,2035,0.6829701704241671,193896198.1784279
Bahrain,BHR,2040,136016411.855,Other Asia,2040,0.6817642578819798,199506516.04640996
Bahrain,BHR,2041,139302195.97033793,Other Asia,2040,0.6817642578819798,204326047.25144234
Bahrain,BHR,2042,142667355.63385695,Other Asia,2040,0.6817642578819798,209262005.13514468
Bahrain,BHR,2043,146113808.34148118,Other Asia,2040,0.6817642578819798,214317202.2473125
Bahrain,BHR,2044,149643517.9105865,Other Asia,2040,0.6817642578819798,219494519.0812442
Bahrain,BHR,2045,153258495.599,Other Asia,2045,0.6809576965008283,225063166.7525526
Bahrain,BHR,2046,156562552.5098332,Other Asia,2045,0.6809576965008283,229915240.4243995
Bahrain,BHR,2047,159937840.65667292,Other Asia,2045,0.6809576965008283,234871918.59131646
Bahrain,BHR,2048,163385895.69375274,Other Asia,2045,0.6809576965008283,239935456.3922665
Bahrain,BHR,2049,166908286.38204506,Other Asia,2045,0.6809576965008283,245108157.58412102
Bahrain,BHR,2050,170506615.30300003,Other Asia,2050,0.6804366159462483,250584126.87842384
"Bahamas, The",BHS,2020,10816974.381000003,Latin and South America,2020,0.69,15676774.465217397
"Bahamas, The",BHS,2021,11463601.859688211,Latin and South America,2020,0.69,16613915.738678569
